siteId,name,calory,carbo,protein,fat,fiber,activity1,activity2,activity3,activity4
355,زبان گوسفند به آرامی پخته,289,0,18.2,24,0,41,30,82,70
354,گاو نر زبان به آرامی پخته,242,0,19.4,18.3,0,34,25,68,59
348,دسر انگور فرنگی خام,40,9.2,0.7,0.2,4.3,5,4,11,9
358,پرتقال وزن شده با پوست,43,11,0.8,0.1,1.9,6,4,12,10
352,مارماهی به آرامی پخته,201,0,20.6,13.2,0,28,21,57,49
353,گاو نر دل به آرامی پخته,157,0,27.8,5.1,0,22,16,44,38
360,تمبر هندی,238,56.5,2.3,0.3,4,33,25,67,58
359,آب پرتقال تازه، وزن میوه کامل,15,3.7,0.3,0,0,2,1,4,3
361,سیب زمینی هندی، پخته,133,33,1.7,0.3,3.5,18,14,37,32
357,,,,,,,,,,
356,پرتقال,49,12.5,0.9,0.2,2.2,6,5,13,11
362,تمشک,52,11.9,1.2,0.7,6.5,7,5,14,12
363,,,,,,,,,,
364,شاه توت,43,9.6,1.4,0.5,5.3,6,4,12,10
366,توت فرنگی,32,7.7,0.7,0.3,2,4,3,9,7
367,توت فرنگی یخ زده,35,9.1,0.4,0.1,2.1,4,3,9,8
368,تارت کوچک توت فرنگی,206,26.2,2.5,10.8,1.5,29,21,58,50
369,خربزه ,24,5.6,0.5,0.1,0.9,3,2,6,5
370,خربزه قندک,32,6.6,0.6,0.1,0.8,4,3,9,7
371,خربزه، وزن کامل,16,3.6,0.3,0.1,0.6,2,1,4,3
373,خرمالو,70,18.6,0.6,0.2,3.6,9,7,19,17
365,,,,,,,,,,
376,زردآلو خام وزن با هسته,29,6.6,0.8,0.1,1.7,4,3,8,7
377,زردآلو کنسرو شده در آب آن,34,8.4,0.5,0.1,1.2,4,3,9,8
372,خربزه قندک وزن کامل,18,4.2,0.4,0.1,0.5,2,1,5,4
378,زغال اخته,57,14.5,0.7,0.3,2.4,8,6,16,13
379,سیب خشک,238,60.1,2,0.1,9.7,33,25,67,58
380,سیب زرد,57,13.6,0.3,0.2,2.4,8,6,16,13
375,زردآلو خشک (قیسی),188,43.4,4.8,0.7,21.6,26,20,53,45
374,زردآلو,48,11.1,1.4,0.4,2,6,5,13,11
382,سیب قرمز,59,14.1,0.3,0.2,2.3,8,6,16,14
383,سس سیب خانگی,64,16.7,0.2,0.1,1.5,9,6,18,15
384,آرد سیب زمینی,328,75.6,9.1,0.9,7,46,34,93,80
386,سیب زمینی هندی خام,114,28.2,1.5,0.3,3.7,16,12,32,27
387,سیب زمینی شیرین خام,87,21.3,1.2,0.3,2.3,12,9,24,21
388,خلال ذرت و سیب زمینی,462,60.4,5.8,23.6,3,65,49,131,112
381,سیب سبز,58,13.6,0.4,0.2,2.8,8,6,16,14
389,سیب زمینی هندی بخار پز,114,28.2,1.5,0.3,3.7,16,12,32,27
391,سیب پختنی وزن میوه کامل,26,6.4,0.2,0.1,1.6,3,2,7,6
385,پای سیب یک برش,197,31.4,1.8,8,2,28,20,56,48
393,سیب زمینی سرخ شده,280,34,3.3,15.5,3.1,39,29,79,68
394,سیب زمینی میکروویوی پخته,105,24,2.4,0.1,2.3,14,11,29,25
395,سیب زمینی پخته در آب نمک,75,17.8,1.5,0.3,1.2,10,7,21,18
396,شلیل,43,9.2,1.1,0.3,1.5,6,4,12,10
397,شلیل وزن شده با هسته,38,8.1,0.9,0.2,1.3,5,4,10,9
398,طالبی,34,8.2,0.8,0.2,0.9,4,3,9,8
392,سیب زمینی خام,79,18.1,2.1,0.8,1.3,11,8,22,19
401,,,,,,,,,,
402,گریپ فروت,42,10.7,0.8,0.1,1.6,5,4,11,10
403,آب گریپ فروت شیرین نشده,33,8.3,0.4,0.1,0,4,3,9,8
390,سیب زمینی شیرین بخارپز,84,20.4,1.1,0.3,2.2,11,8,23,20
404,گلابی خشک,207,52.4,1.6,0.5,10.6,29,22,58,50
399,,,,,,,,,,
405,گلابی پختنی,36,9.3,0.3,0,2.9,5,3,10,8
400,کیوی,58,14,1.1,0.4,3,8,6,16,14
406,گلابی,57,15.2,0.4,0.1,3.1,8,6,16,13
408,گوجه سبز خام,41,9.7,0.8,0.1,2.3,5,4,11,10
413,گیلاس وزن شده با هسته,55,14.1,0.9,0.2,1.8,7,5,15,13
407,,,,,,,,,,
414,گیلاس خام کنسرو شده در شربت,71,18.5,0.5,0,0.7,10,7,20,17
411,گیلاس,63,16,1.1,0.2,2.1,8,6,17,15
410,گوجه سبز، پخته ,34,8.3,0.6,0.1,2,4,3,9,8
412,پای گیلاس پر شده,82,21.5,0.4,0,2,11,8,23,20
416,لیمو ترش ریز پوست کنده,9,0.8,0.7,0.3,2.8,1,0,2,2
409,گوجه سبز خام وزن شده با هسته,38,9.2,0.7,0.1,2.2,5,4,10,9
418,لیمو شیرین,42,9,0.8,0,0.5,5,4,11,10
415,گیلاس، پخته با شکر ,71,18.1,0.6,0.1,1,10,7,20,17
421,شیره (آب) نارگیل,19,3.7,0.7,0.2,1.1,2,2,5,4
417,لیمو ترش درشت پوست کنده,14,2.2,0.8,0.3,2.8,1,1,3,3
422,نارگیل تازه,354,12.5,3.3,33.7,8.8,50,37,100,86
423,نارگیل، خامه ای,669,7,6,68.7,2.2,95,71,190,163
424,نارنج,20,4.8,0.2,0.1,1.3,2,2,5,4
425,نارنگی,53,13.3,0.8,0.3,1.8,7,5,15,12
419,موز,89,22.8,1.1,0.3,2.6,12,9,25,21
420,موز وزن شده با پوست,62,15.3,0.8,0.2,2,8,6,17,15
427,هلو خشک,219,53,3.4,0.8,12.9,31,23,62,53
428,هلو,39,9.5,0.9,0.3,1.5,5,4,11,9
429,هلو کنسرو شده در آب آن,39,9.7,0.6,0,0.9,5,4,11,9
431,هندوانه,30,7.6,0.6,0.2,0.4,4,3,8,7
432,تخم هندوانه / ژاپنی,590,15,28,47,0,83,62,167,143
433,هندوانه وزن کامل,18,4,0.3,0.2,0.2,2,1,5,4
434,,,,,,,,,,
426,نارنگی وزن شده با پوست و تخم,49,12,0.7,0.1,1.6,6,5,13,11
436,آب,0,0,0,0,0,0,0,0,0
430,هلو وزن شده با هسته,33,8.1,0.8,0.2,1.3,4,3,9,8
437,آب گازدار,0,0,0,0,0,0,0,0,0
439,آب انار تازه,54,13,0.2,0.3,0.1,7,5,15,13
438,آب پشن فروت,47,10.7,0.8,0.1,0,6,5,13,11
440,آب گوجه فرنگی,14,3,0.8,0,1,1,1,3,3
435,آب هویج,39,9,1,0.2,0.8,5,4,11,9
441,,,,,,,,,,
442,آب آلو برقانی,57,14.4,0.5,0.1,0,8,6,16,13
443,لازانیا آب پز,100,22,3,0.6,1.4,14,10,28,24
444,میگو ریز آب پز,117,0,23.8,2.4,0,16,12,33,28
446,ماکارونی آبپز,158,30.9,5.8,0.9,1.8,22,16,44,38
445,آب پرتقال تازه,45,10,0.7,0.2,0.2,6,4,12,10
448,میگو درشت آب پز,99,0,22.6,0.9,0,14,10,28,24
447,زیتون در آب نمک,103,0,0.9,11,4,14,10,29,25
449,خرچنگ پهن آب پز,128,0,19.5,5.5,0,18,13,36,31
452,آب سیب شیرین نشده,38,9.9,0.1,0.1,0,5,4,10,9
451,مغز گوساله  آب پز,152,0.2,12.7,11.2,0,21,16,43,37
455,ترشی پیاز,24,4.9,0.9,0.2,1.3,3,2,6,5
456,ترشی چغندر بدون آب,28,5.6,1.2,0.2,2.5,3,2,7,6
450,خرچنگ دراز آب پز,103,0,22.1,1.6,0,14,10,29,25
457,جو پوست کنده آب پز,120,27.6,2.7,0.6,2,17,12,34,29
458,,,,,,,,,,
453,آب انبه کنسرو شده,39,9.8,0.1,0.2,0,5,4,11,9
454,کنسانتره آب انگور,228,58.8,1,0.4,0,32,24,64,55
460,کرفس پخته,18,4,0.8,0.2,1.6,2,1,5,4
464,مایونز خانگی تهیه شده با آبلیمو,789,0.1,2.1,86.7,0,112,84,224,192
463,آبغوره,53,13.3,3.3,3.3,0,7,5,15,12
459,قارچ سفید پخته,28,5.3,2.2,0.5,2.2,3,2,7,6
465,آب لیمو ترش ریز، تازه,9,1.6,0.4,0.1,0.1,1,0,2,2
466,آب لیمو ترش درشت، تازه,7,1.6,0.3,0,0.1,0,0,1,1
467,چای سبز دم کرده,0,0,0.1,0,0,0,0,0,0
461,اسپاگتی سفید آب پز,104,22.2,3.6,0.7,1.8,14,11,29,25
462,زردک پخته,66,12.9,1.6,1.2,4.4,9,7,18,16
468,چای سیاه دم کرده,0,0,0,0,0,0,0,0,0
469,چای هندی دم کرده,0,0,0.1,0,0,0,0,0,0
470,چای لیمو پودر فوری,306,81.7,0,0,0,43,32,87,74
471,چای پاکستانی دم شده,46,5.9,1.7,1.9,0,6,4,13,11
473,چای سیاه دم کرده پررنگ,0,0,0.1,0,0,0,0,0,0
474,چای سیاه دم کرده متوسط,0,0,0.1,0,0,0,0,0,0
475,چای سیاه دم کرده کم رنگ,0,0,0.1,0,0,0,0,0,0
477,سرکه,18,0,0,0,0,2,1,5,4
479,شیر کامل خشک,490,39.4,26.3,26.3,0,69,52,139,119
478,مایونز خانگی تهیه شده با سرکه,724,0.2,1.9,79.3,0,102,77,205,176
472,چای گیاهی (herbal) دم کرده,1,0.2,0,0,0,0,0,0,0
480,شیر سویا ساده,54,6,3.3,1.8,0.6,7,5,15,13
481,شیر طعم دار شده,68,10.6,3.6,1.5,0,9,7,19,16
476,چای لیمو پودر فوری با آب,8,2.1,0,0,0,1,0,2,1
485,شیر بز پاستوریزه,62,5,3.3,3.3,0,8,6,17,15
486,شیر بدون چربی خشک,348,52.9,36.1,0.6,0,49,37,98,84
487,ماست از شیر کامل بز,63,3.9,3.5,3.8,0,8,6,17,15
482,شیر گوسفند,108,5.4,6,7,0,15,11,30,26
488,شیر کامل پاستوریزه,62,5,3.3,3.3,0,8,6,17,15
489,,,,,,,,,,
483,شیر کامل (محلی),62,5,3.3,3.3,0,8,6,17,15
484,,,,,,,,,,
490,,,,,,,,,,
492,شیر 2 درصد پاستوریزه,50,4.9,3.4,1.9,0,7,5,14,12
493,ماست از شیر کامل,79,6.8,5.7,3,0,11,8,22,19
494,شیر بدون چربی پاستوریزه,33,5,3.3,0,0,4,3,9,8
495,ماست از شیر کامل میوه ای,105,15.7,5.1,2.8,0,14,11,29,25
497,,,,,,,,,,
496,,,,,,,,,,
498,چای دم کرده متوسط با شیر کامل,8,0.5,0.4,0.4,0,1,0,2,1
491,شیر سویا طعم دار شده,63,10,2.3,1.5,0.4,8,6,17,15
500,پودینگ شیر تهیه شده با شیر کامل,129,19.9,3.9,4.3,0.2,18,13,36,31
501,چای دم کرده متوسط با شیر 2% چربی,7,0.7,0.5,0.2,0,0,0,1,1
503,عرق سگی، 40% (حرام در دین مبین اسلام),222,0,0,0,0,31,23,63,54
502,پنکیک شیرین تهیه شده با شیر کامل,301,35,5.9,16.2,0.9,42,32,85,73
504,عرق سگی، 37/5%  (حرام در دین مبین اسلام),207,0,0,0,0,29,22,58,50
505,قهوه,0,0,0.1,0,0,0,0,0,0
499,پنکیک شور تهیه شده با شیر کامل,273,24,6.3,17.5,1,38,29,77,66
506,قهوه فوری، نسکافه شیرین شده + شیر,55,11,2,0,0,7,5,15,13
508,قهوه ایرلندی,84,3.2,0.4,7.8,0,11,8,23,20
510,قهوه ساییده برشته,287,28.5,10.4,15.4,0,40,30,81,70
511,قهوه دم کرده رقیق,2,0.3,0.2,0,0,0,0,0,0
507,شکر قهوه ای,380,98,0.1,0,0,54,40,108,92
515,قهوه کمپلیمان ,553,58.1,3,36,0,78,58,157,134
509,آرد گندم قهوه ای,323,68.5,12.6,1.8,7,45,34,91,78
512,قهوه دم کرده غلیظ,2,0.3,0.2,0,0,0,0,0,0
513,آرد چاپاتی قهوه ای,333,73.7,11.5,1.2,10.3,47,35,94,81
514,قهوه دم کرده متوسط,2,0.3,0.2,0,0,0,0,0,0
520,قهوه دم کرده متوسط با شیر 2% چربی,7,0.7,0.6,0.2,0,0,0,1,1
516,قهوه فوری آماده شده با آب,0,0,0,0,0,0,0,0,0
517,قهوه دم کرده پنجم دقیقه ای,2,0.3,0.2,0,0,0,0,0,0
521,قهوه فوری آماده شده با آب و شیر کامل,8,0.6,0.5,0.4,0,1,0,2,1
522,قهوه فوری آماده شده با آب و شیر 2% چربی,7,0.7,0.6,0.2,0,0,0,1,1
523,کافی میت,540,57.3,2.7,34.9,0,76,57,153,131
518,قهوه دم کرده متوسط با شیر کامل,7,0.5,0.5,0.4,0,0,0,1,1
519,قهوه دم کرده متوسط با خامه رقیق,14,0.3,0.4,1.2,0,1,1,3,3
526,انجیر خشک,249,64,3.3,0.9,10,35,26,70,60
527,بادام درختی,576,22,21.1,49,12,81,61,163,140
530,بادام زمینی خام (ساده),567,16.1,25.8,49.2,8.5,80,60,161,138
524,نوشابه کولا,41,11,0,0,0,5,4,11,10
525,نوشابه با طعم میوه,48,12,0,0,0,6,5,13,11
532,,,,,,,,,,
528,بادام زمینی ترد (روکش دار),483,73.7,8.6,19,9,68,51,137,117
529,بادام هندی ساده,573,18.1,17.7,48.2,3.3,81,61,162,139
533,بادام هندی برشته و نمکی,610,18.8,20.5,50.9,3.3,86,65,173,148
535,بادام زمینی ساده وزن شده با پوست,389,8.6,17.7,31.8,5,55,41,110,94
536,برگه برگبو خشک,313,48.6,7.6,8.4,6,44,33,89,76
531,بادام وزن با پوست,229,2.5,7.8,20.6,4.8,32,24,65,55
537,برگ خردل خام,27,3.6,2.5,0.3,3.5,3,2,7,6
539,برگ چغندر خام,19,2.9,1.8,0.2,1.6,2,2,5,4
534, بادام زمینی بوداده (بدون نمک),567,16.7,26.7,46.7,10,80,60,161,138
540,برگ کاری تازه,97,13.3,7.9,1.3,5,13,10,27,23
542,برگ تنبول تازه,61,8.6,6.4,0.1,1,8,6,17,14
543,برگ گشنیز تازه,20,1.8,2.4,0.6,2.4,2,2,5,4
544,چای سبز برگ خشک,300,44,28.3,4.8,10,42,31,85,73
538,برگ تربچه خام,33,3.5,3.5,0.5,1.6,4,3,9,8
541,برگ گشنیز خشک,279,41.7,21.8,4.8,2.4,39,29,79,68
548,برگ تمبر هندی تازه,115,18.2,5.8,2.1,2.8,16,12,32,28
550,پسته برشته و نمکی,601,8.2,17.9,55.4,10,85,64,170,146
545,برگ شنبلیله خام,35,4.8,4.6,0.2,25,4,3,9,8
551,پسته وزن شده با پوست (تازه),331,4.6,9.9,30.5,10,47,35,94,80
546,چای سیاه برگ خشک,293,50.1,24.5,2.8,10,41,31,83,71
547,چای هندی برگ خشک,108,3,19.6,2,10,15,11,30,26
552,تخمه خربزه بوداده بدون پوست,582,9.9,28.5,47.7,3,82,62,165,141
553,تخمه آفتابگردان بدون پوست,593,20,21,51,9,84,63,168,144
549,چای چینی برگ دم کرده,1,0.2,0.1,0,0,0,0,0,0
557,فندق وزن شده با پوست,247,2.3,5.4,24.1,3.4,35,26,70,60
558,کشمش بی دانه,275,69.3,2.7,0.4,6.3,39,29,78,67
559,کنجد,573,23.4,17.7,49.7,11.8,81,61,162,139
560,گردو,654,14,15,65,7,92,69,185,159
561,شکلات مغز گردو دار,278,34.1,3,31.9,0.2,39,29,79,67
554,سنجد,130,0,0,0,0,18,13,36,31
555,عناب,79,20,1.2,0.2,0,11,8,22,19
556,فندق,650,6,14.1,63.5,8.9,92,69,184,158
562,گردو وزن شده با پوست,295,1.4,6.3,29.4,2.5,41,31,83,71
563,نارگیل خشک,592,44,5,47,21.1,84,63,168,144
564,آجیل مخلوط,606,7.9,22.9,54.1,7.5,86,64,172,147
565,آجیل بو داده,352,18.3,13.3,25.7,5.4,50,37,100,85
566,مخلوط آجیل و کشمش,481,31.5,14.1,34.1,7.4,68,51,136,117
569,آدامس,360,97,0,0.3,2.4,51,38,102,87
572,اسنک ذرت و نشاسته,505,55.8,3.8,31.2,6,71,53,143,123
574,باقلوا با پسته,426,42,6,21,2,60,45,121,103
567,شکلات آجیل دار نرم,549,60.5,6.2,59.8,1.2,78,58,156,133
568,آجیل و تخمه بو داده,349,19.6,12.9,24.9,5.3,49,37,99,85
570,آلبالو,50,12,1,0,2,7,5,14,12
571,اسنک ذرت,518,54.3,7,31.9,5,73,55,147,126
576,بامیه پخته,22,4.5,1.9,0.2,2.5,3,2,6,5
573,اسنک از مخلوط غلات و آرد سیب زمینی,449,56.7,7.1,23.1,6,63,47,127,109
577,بستنی قیفی,195,25.5,3.2,8.5,0,27,20,55,47
578,ویفر بستنی,210,20.4,3.1,8.5,1,29,22,59,51
579,شکلات بستنی,320,24,5,23.4,1.2,45,34,90,78
575,بامیه خام,33,7,1.9,0.2,3.2,4,3,9,8
581,بستنی با نان بستنی,185,25.2,3.5,8.5,0,26,19,52,45
582,بستنی وانیلی,207,24.4,3.5,11,0.7,29,22,58,50
583,بستنی  طعم دار,179,24.7,3.4,8,0,25,19,50,43
584,بیسکویت شکلاتی,524,67.3,5.7,27.6,2.9,74,55,149,127
587,بیسکویت کرم دار,513,69.2,5,24,1.1,72,54,145,125
580,دسر بستنی منجمد,227,22.8,3.3,14.2,0,32,24,64,55
588,بیسکویت ویفر پر شده,534,66,4.7,29.9,1.4,75,56,151,130
590,بیسکویت خانگی از آرد کامل,358,60,13.4,8.9,7.7,50,38,101,87
591,پاستیل,253,62,5.2,0,0,35,26,71,61
585,بیسکویت ساده,408,82.8,6.5,7.9,2.6,58,43,116,99
586,بیسکویت زنجبیلی,456,79.1,5.6,15.2,1.8,64,48,129,111
593,بادام بوداده,621,7,21.2,56.7,13.3,88,66,176,151
589,بیسکویت زنجبیلی خانگی,448,68.1,4.4,19.4,2,63,47,127,109
594,تخمه آفتابگردان با پوست,290,10.4,9.8,24.9,9,41,30,82,70
597,چیپس تورتیلا,459,60.1,7.6,22.6,6,65,48,130,111
598,,,,,,,,,,
600,چیپس سیب زمینی برش ضخیم,499,58,7.2,28.1,4.8,70,53,141,121
592,پاستیل میوه ای,327,84.2,2.8,0,0,46,34,92,79
595,پفک ,540,53,6,37,1.7,76,57,153,131
601,حلوا,449,51.4,2.6,26.4,0.7,63,47,127,109
596,چیپس موز,511,59.9,1,31.4,4.8,72,54,145,124
599,چیپس سیب زمینی کم چربی,458,63.5,6.6,21.5,13.7,65,48,130,111
604,ژله تهیه شده با شیر کامل,88,16.7,2.6,2,0,12,9,25,21
605,ژله تهیه شده با شیر 2% چربی,79,16.8,2.6,2,0,11,8,22,19
606,ژله تهیه شده با شیر بدون چربی,73,16.8,2.6,1,0,10,7,20,17
608,شربت,40,10,0.1,0,0,5,4,11,9
607,سمنو ,302,58.8,12.4,2.2,8.8,42,32,85,73
602,ارده,595,21,17,54,9,84,63,169,145
603,ژله تهیه شده با آب,61,15.1,1.2,0,0,8,6,17,14
611,پای سیب با شیرینی در بالا و پائین,266,35.8,2.9,13.3,2.1,37,28,75,64
610,بیسکویت کم شیرینی,457,74.7,6.7,16.6,2.1,64,48,129,111
613,رویه شیرینی فوندانت,337,89.9,0,89,0,47,35,95,82
614,شکر زرد,387,100,0,0,0,55,41,110,94
615,شکر سفید,385,99.6,0,0.3,0,54,41,109,93
609,اسمارتیز,456,73.8,5.4,70.7,3,64,48,129,111
612,پای میوه با شیرینی در بالا و پائین,260,34,3,13.3,2.2,36,27,73,63
616,,,,,,,,,,
620,گیلاس پخته با شکر، کمپوت,82,21,0.7,0.1,1.2,11,8,23,20
621,زردآلو پخته با شکر، کمپوت,72,18.3,0.7,0.1,1.8,10,7,20,17
623,کمپوت شاه توت,263,63.2,0,0,0,37,28,74,64
619,تمشک پخته با شکر، کمپوت,63,15,1.2,0.3,5.9,8,6,17,15
624,توت سفید پخته با شکر، کمپوت,65,16.2,1,0,1.2,9,6,18,15
626,سیب پخته با شکر، کمپوت,74,19.1,0.3,0.1,1.8,10,7,21,18
618,آلو  پخته با شکر، کمپوت,74,19.3,0.4,0,3,10,7,21,18
617,موس شکلاتی پر شکر,178,26,4.7,6.9,0,25,18,50,43
627,انجیر خشک پخته با شکر، کمپوت,143,34.3,1.9,0.8,6.5,20,15,40,34
628,زردآلو خشک پخته با شکر، کمپوت,92,22,1.9,0.3,8.5,13,9,26,22
625,گوجه سبز پخته با شکر، کمپوت,81,20.7,0.7,0.1,2.1,11,8,23,19
629,گلابی متوسط پخته با شکر، کمپوت,83,21.9,0.2,0.1,1.6,11,8,23,20
633,شکلات نرم,569,57.1,4.1,57.1,1,80,60,161,138
631,آلو قرمز پخته با شکر، کمپوت,79,20.2,0.5,0.1,1.9,11,8,22,19
634,شکلات ساده,510,63.5,5,62.6,3,72,54,145,124
635,شکلات سفید,529,58.3,8,58.3,0.2,75,56,150,129
637,شکلات مارس,441,66.5,5.3,65.7,4,62,46,125,107
636,شکلات شیری,520,56.9,7.7,56.9,3.4,73,55,147,126
630,تمشک قرمز رنگ پخته با شکر، کمپوت,50,12.5,0.8,0,4.4,7,5,14,12
639,شکلات آجیل دار نرم,549,60.5,6.2,59.8,1.2,78,58,156,133
640,شکلات مغز گردو دار,278,34.1,3,31.9,0.2,39,29,79,67
641,شکلات تزئینی و پر شده,447,63,4.9,60,5,63,47,127,109
638,شکلات دیابتی,447,38.6,9.3,55,4,63,47,127,109
642,شکلات پوشیده شده با کارامل,465,66.5,5,55.8,5,66,49,132,113
643,آرد برنج,366,80.1,6,1.4,2.4,52,39,104,89
644,برنج قهوه ای خام,370,77,8,2.9,3.5,52,39,105,90
645,برنج قهوه ای پخته,111,23,2.6,0.9,1.8,15,11,31,27
646,آجیل و برنج بو داده,346,25.2,12,22.6,5,49,36,98,84
647,برنج سفید گلوتنی، گِرده، خام,359,74.8,8.4,1.6,1,51,38,102,87
648,برنج سفید باسماتی خام,359,79.8,7.4,0.5,0.9,51,38,102,87
632,انگور فرنگی پخته با شکر، کمپوت,54,12.9,0.7,0.3,2.3,7,5,15,13
650,پلو / برنج سفید / کته پر چرب,192,28,2.7,7.3,0.4,27,20,54,46
651,عسل,304,82.4,0.3,0,0.2,43,32,86,74
652,شانه عسل,281,74.3,0.6,4.6,0,39,29,79,68
653,پودر فرنی، کاسترد,354,92,0.6,0.7,0,50,37,100,86
654,فرنی، کاسترد,122,17.6,4,4,0,17,13,34,29
655,,,,,,,,,,
649,برنج سفید گلوتنی ، گِرده، پخته,65,14.7,1.7,0.3,1,9,6,18,15
656,فرنی، کاسترد با شیر 2% چربی,94,16.8,3.8,1.9,0,13,10,26,22
657,قند,387,100,0,0,0,55,41,110,94
658,چای شیرین، 3 حبه قند ,20,5.5,0,0,0,2,2,5,4
661,کرم کارامل خانگی,169,28.3,4.9,4.8,0,24,18,48,41
663,دوغ کره,37,5,3.4,0.5,0,5,3,10,9
662,کره محلی,737,0,0.5,81.7,0,104,78,209,179
664,کره کاکائو,896,0,0,99.5,0,127,95,254,218
665,پودر دوغ کره,373,51,34.1,5.1,0,53,39,106,90
659,پودر کاکائو,312,11.5,18.5,21.7,33,44,33,88,76
660,کرم کارامل,109,20.6,3,2.2,0,15,11,30,26
668,کدو سرخ شده در کره,63,2.6,2.6,4.8,1,8,6,17,15
669,کره مخلوط 80-70% چربی,680,1.1,0.6,74.7,0,96,72,193,165
670,قارچ سرخ شده در کره,157,0.3,2.1,16.2,3,22,16,44,38
671,پیاز سرخ شده در کره,164,14.1,2.3,11.2,3.2,23,17,46,40
666,کره نرم کم، چربی,390,0.5,5.8,40.5,0,55,41,110,95
672,کره نرم بادام زمینی,622,13.1,22.6,53.7,6.8,88,66,176,151
667,کره مخلوط 40% چربی,390,0.4,6.5,40.3,0,55,41,110,95
674,بادمجان سرخ شده در کره,175,2.8,1.2,31.9,2.9,24,18,49,42
677,کلوچه (Waffles),334,39.6,8.7,16.7,2,47,35,94,81
673,کره گیاهی یا مارگارین,739,1,0.2,81.6,0,105,78,210,180
678,کلوچه (Scone) پنیر,363,43.2,10.1,17.8,1.9,51,38,103,88
679,کلوچه (Scone) ساده,362,53.8,7.2,14.6,2.2,51,38,102,88
675,سیب زمینی پخته له شده با کره,104,15.5,1.8,4.3,1.3,14,11,29,25
676,سیب زمینی پخته له شده با کره گیاهی,104,15.5,1.8,4.3,1.3,14,11,29,25
682,کلوچه (Scone) از آرد کامل,326,43.1,8.7,14.4,5,46,34,92,79
683,کلوچه (Scone) از آرد کامل میوه ای,324,47.2,8.1,12.8,5.2,46,34,92,79
684,شکلات کیت کت,500,63,7.5,50.1,0,71,53,142,121
680,کلوچه (Scone) میوه ای,316,52.9,7.3,9.8,3.6,44,33,89,77
685,کیک پنیر (چیز کیک),426,24.6,3.7,35.5,0.7,60,45,121,103
686,پودر کیک,331,77.2,4.7,2.5,4.9,47,35,94,80
681,کلوچه (Scone) سیب زمینی,296,39.1,5.1,14.3,1.7,42,31,84,72
690,کیک نارگیل,346,51.2,6.7,14,3.4,49,36,98,84
691,کیک خامه ای (خامه دار),337,43.4,5.7,16.8,0.5,47,35,95,82
692,کیک چای تازه,296,52.5,8,7.5,4.2,42,31,84,72
693,کیک چای تست شده,329,58.3,8.9,8.3,4.7,46,35,93,80
687,کیک گیلاس,394,61.8,5.1,15.8,0.9,56,41,112,96
688,کیک اسفنجی,290,61,5.4,2.7,0.5,41,30,82,70
689,کیک شکلاتی,371,53,5,15,1.6,52,39,105,90
694,کیک مادیرا ,393,58.4,5.4,16.9,1.3,55,41,111,95
695,کیک ماهی بخار پز,74,5.5,11.8,0.5,0,10,7,21,18
699,,,,,,,,,,
697,کیک چینی و بیسکویت,415,51.9,6.7,21.5,1,59,44,118,101
698,کیک میوه ای پر شکر,341,59.6,3.8,11,3.2,48,36,96,83
696,کیک جو دوسر خانگی,445,63.3,10.8,18.3,5.5,63,47,126,108
701,کیک میوه ای از آرد کامل,363,52.8,6,15.7,3,51,38,103,88
702,کیک یزدی ,305,67,4.3,3.7,4.3,43,32,86,74
700,پودر کیک آماده شده,248,52.4,5.3,3.3,3.3,35,26,70,60
704,مربا,278,69,0.4,0.1,1.1,39,29,79,67
703,گز,456,70.2,7.8,18.6,4.7,64,48,129,111
706,مربا دیابتی,174,42,0.1,0,1,24,18,49,42
707,مربا میوه هسته دار,261,69.2,0.4,0,0.9,37,27,74,63
708,کیک اسفنجی پرشده با مربا,302,64.1,4.2,4.9,1.1,42,32,85,73
705,مربا کم شکر,123,31.9,0.5,0.1,1.1,17,13,34,30
710,آبنبات ژله ای با آجیل,344,81.1,4.1,80.9,0,48,36,97,83
711,آبنبات ژله ای بدون آجیل,295,77.8,0.6,0,0,41,31,83,71
713,فلفل سیاه,251,64,10,3.3,25,35,26,71,61
709,آبنبات,327,87.1,0,0,0,46,34,92,79
