siteId,name,calory,carbo,protein,fat,fiber,activity1,activity2,activity3,activity4
716,عدس و آجیل بو داده,222,18.8,10.6,12.1,4.8,31,23,63,54
712,انواع آبنبات با طعم شیرین بیان,349,76.7,3.7,5.2,0,49,37,99,85
717,عدس خشک خام,352,63.4,24.6,1.1,10.7,50,37,100,85
719,پودر سیر,246,42.7,18.7,1.2,9,34,26,69,60
715,عدس و برنج بوداده,135,26.6,4.7,1.9,2.3,19,14,38,32
721,پودر سوپ فوری,384,64,6,13,5.6,54,40,109,93
722,سوپ گوجه فرنگی,33,7.8,1.7,2,0.9,4,3,9,8
718,سیر خام,149,33,6.4,0.5,2.1,21,15,42,36
723,سوپ مرغ و سبزیجات,37,6.7,2.4,2,0.7,5,3,10,9
724,,,,,,,,,,
720,سوسیس سیر,248,0.8,15.9,20.2,0,35,26,70,60
727,سس بستنی,207,53.9,0.8,0.2,0,29,22,58,50
729,سس تارتار,299,17.9,1.3,24.6,0,42,31,85,72
725,سوپ فوری آماده شده برای مصرف,33,4.7,2,0.7,0.9,4,3,9,8
726,سس ماست,292,9.6,2.2,27.5,0,41,31,83,71
731,سس کم چربی,71,9.3,1.6,3.3,0,10,7,20,17
732,سس باربکیو,93,23.4,1,0.1,0,13,9,26,22
733,سس فرانسوی,462,4.5,0.1,49.4,0,65,49,131,112
734,سس صدف ,80,16.9,3.9,0.1,0,11,8,22,19
714,عدس بوداده,139,21.9,7.7,3,4.4,19,14,39,33
736,سس بدون چربی,67,14,0.8,1.2,0,9,7,19,16
737,پودر سس پنیر,408,40.9,19.3,19.7,0,58,43,116,99
738,پودر سس سفید,355,60,9,10.5,0,50,37,100,86
739,سس سیب خانگی,64,16.7,0.2,0.1,1.5,9,6,18,15
735,سس فلفل تند,26,1.7,1.6,1.5,0,3,2,7,6
743,سس قهوه ای تند,120,27.9,1.2,0.1,0,17,12,34,29
740,سس لوبیا سیاه,93,12.2,7.1,2.1,0,13,9,26,22
741,سس هزار جزیره,480,12.5,1.1,30.2,0,68,51,136,117
742,سس ماست خانگی,62,4.2,5.2,2.8,0,8,6,17,15
745,سس کاری شیرین,91,9.6,1.2,5.6,1.8,12,9,25,22
747,سس بولونز ,151,2.6,11.9,10.4,0.6,21,16,42,36
744,سس نعناع خانگی,73,18.2,0.8,0.1,0,10,7,20,17
749,سس باربکیو خانگی,281,21.6,2.8,21,1.1,39,29,79,68
746,سس پنیر آبی رنگ,457,8.7,2,46.3,0,64,48,129,111
750,سس فرانسوی خانگی,652,0.2,0.3,72.2,0,92,69,185,159
748,سس قهوه ای شیرین,97,22.2,1.2,0.1,0,13,10,27,23
730,سس قره قاط,151,39.9,0.2,0.1,0,21,16,42,36
751,سس گوجه فرنگی تند,79,17.7,1.3,0.8,0.5,11,8,22,19
752,سس روغن و لیمو ترش,647,2.8,0.3,70.6,0,91,68,183,157
753,سس سویا تیره غلیظ,64,8.3,7.8,0,0,9,6,18,15
755,سس گوجه فرنگی کچاپ,115,28.6,1.6,0.1,0,16,12,32,28
756,سس خشک مخلوط آماده,91,10.3,3.8,4.1,0,12,9,25,22
758,سس کاری پیاز با کره,251,6.4,1.3,24.7,1.6,35,26,71,61
759,سس گوجه فرنگی و قارچ,59,5.8,1.6,3.5,1.6,8,6,16,14
760,سس گوجه فرنگی خانگی,71,5.5,1.4,5,1.2,10,7,20,17
761,سس هزار جزیره کم کالری,195,14.7,0.7,15.2,0,27,20,55,47
728,سس نعناع,101,21.5,1.6,0,0,14,10,28,24
757,سس سویا روشن و تیره,43,8.2,3,0,0,6,4,12,10
622,پیراشکی حلقه ای با روکش شکر (دونات),450,49.3,5.4,25.7,2.8,63,47,127,109
765,سالاد میوه با خامه,311,12.1,5.8,26.6,1.1,44,33,88,75
762,سس سفید ویژه پاستا,138,1.3,7.8,11.2,1.2,19,14,39,33
766,سالاد برنج,133,22.2,2.8,4.1,1.5,18,14,37,32
767,سالاد پاستا با مرغ,150,17.8,4,7.7,1.8,21,15,42,36
763,نان همبرگر (گرد),264,48.8,9.1,5,4,37,28,75,64
768,سالاد چغندر قرمز (لبو),150,11,1.6,10.9,1.6,21,15,42,36
764,سالاد سبز,17,3.5,1.3,0.2,1.3,2,1,4,4
769,سالاد یونانی,127,8.9,3.5,10.9,1.3,18,13,36,30
771,سالاد برنج قهوه ای,145,17.8,2.1,7.6,1.8,20,15,41,35
772,سالاد میوه با خامه کم کالری,195,10.8,4.8,14.8,1,27,20,55,47
774,سالاد گوجه فرنگی و پیاز,70,2.7,3.6,5.4,0.1,9,7,19,17
776,سالاد سیب زمینی با مایونز,239,13.7,3.3,19.3,1.6,33,25,67,58
773,سالاد لوبیا چیتی,209,22.2,6,11.5,5.1,29,22,59,50
777,سالاد سیب زمینی با سس فرانسوی,147,16.6,3.3,7.9,2,20,15,41,35
770,سالاد میوه,58,14.6,0.6,0.2,1.4,8,6,16,14
779,سالاد کاهو و کلم با سس کم کالری ,69,11.7,1.1,4.2,1.3,9,7,19,16
775,سالاد پاستا از آرد کامل با مرغ,204,23.3,5.6,11.3,4.4,29,21,58,49
781,زردچوبه ساییده,354,65,8,10,21,50,37,100,86
778,سالاد کاهو و کلم با مایونز ,232,16.5,1.7,20.8,1.7,32,24,65,56
783,روغن ذرت,875,0,0,100,0,124,93,248,213
784,روغن حیوانی,876,0,0.3,99.5,0,124,93,249,213
754,سس سویا روشن رقیق,64,8.3,5.2,0.5,0,9,6,18,15
780,زعفران,310,65,11.4,6,3.9,44,33,88,75
786,روغن سویا,884,0,0,100,0,125,94,251,215
787,روغن فندق,884,0,0,100,0,125,94,251,215
788,روغن گردو,884,0,0,100,0,125,94,251,215
785,روغن پالم,884,0,0,100,0,125,94,251,215
789,روغن نباتی,884,0,0,100,0,125,94,251,215
790,روغن زیتون,844,0,0,100,0,120,89,240,205
794,روغن هسته انگور,884,0,0,100,0,125,94,251,215
795,روغن جوانه گندم,884,0,0,100,0,125,94,251,215
782,زرشک,316,63,3.6,3.5,7.4,44,33,89,77
797,روغن آفتابگردان,900,0,0,90,0,127,95,255,219
792,روغن نارگیل,892,0,0,99.1,0,126,95,253,217
799,روغن مخلوط,901,0,0,10,0,128,96,256,219
800,روغن کبد ماهی کاد,902,0,0,100,0,128,96,256,220
801,تن ماهی,286,1,22,21,0,40,30,81,69
798,روغن بادام زمینی,884,0,0,100,0,125,94,251,215
793,روغن پنبه دانه,884,0,0,100,0,125,94,251,215
804,,,,,,,,,,
802,ذرت بو داده /  پاپ کرن / پفیلا  با روغن,500,58,9,28,13,71,53,142,121
806,قارچ سرخ شده در روغن ذرت,157,0.3,2.4,16.2,3,22,16,44,38
803,کدو سرخ شده در روغن ذرت,63,2.6,2.6,4.8,1,8,6,17,15
808,پیاز سرخ شده در روغن ذرت,164,14.1,2.3,11.2,3.2,23,17,46,40
809,کدو سرخ شده در روغن مخلوط,63,2.6,2.6,4.8,1,8,6,17,15
810,بامیه سرخ شده در روغن ذرت,269,4.4,4.3,26.1,7,38,28,76,65
805,چاپاتی تهیه شده با روغن,328,48.3,8.1,12.8,7,46,34,93,80
812,تخم مرغ سرخ شده بدون روغن,174,0,15,12.7,0,24,18,49,42
796,روغن کره بی نمک,876,0,0,99.5,0,124,93,249,213
814,قارچ سرخ شده در روغن مخلوط,157,0.3,2.4,16.2,3,22,16,44,38
811,حلیم (بدون شکر),184,20.7,9.1,8.3,3.2,26,19,52,44
815,پیاز سرخ شده در روغن مخلوط,164,14.1,2.3,11.2,3.2,23,17,46,40
816,بادمجان سرخ شده در روغن ذرت,175,2.8,1.2,31.9,2.9,24,18,49,42
817,,,,,,,,,,
813,چاپاتی تهیه شده بدون روغن,202,43.7,7.3,1,6.4,28,21,57,49
819,بادمجان سرخ شده در روغن مخلوط,175,2.8,1.2,31.9,2.9,24,18,49,42
822,خیار,15,3.6,0.7,0.1,0.5,2,1,4,3
818,سس کاری پیاز با روغن نباتی,299,6.4,1.2,30.1,1.6,42,31,85,72
821,دلمه برگ مو,140,19,5,9,3,19,14,39,34
820,گوجه فرنگی سرخ شده در روغن ذرت,91,5,0.7,7.7,2.8,12,9,25,22
826,سوسیس نورنبرگ، مرغ، 70%,257,2.2,14,17,0,36,27,73,62
828,کوکتل مرغ، 55%,261,1,12,21,0,37,27,74,63
829,کوکتل گوشت گوساله، 55%,261,1,12,21,0,37,27,74,63
791,روغن گلرنگ,884,0,0,100,0,125,94,251,215
824,پیتزا با گوشت,239,23,12,11,2,33,25,67,58
825,پوره سیب زمینی با کره و خامه,165,16,2.1,4.8,1.3,23,17,46,40
827,هات داگ، 60%,252,2,14,20,0,35,26,71,61
833,کله پاچه,350,0,17,15,0,49,37,99,85
830,سوسیس بلغاری,242,5.9,12.5,18.6,0,34,25,68,59
831,سوسیس آلمانی,270,1.2,10,22,0,38,28,76,65
836,ماست سون کم چرب,63,2,4,1.4,0,8,6,17,15
837,نان سنگک,259,55.1,8.7,0.4,1.3,36,27,73,63
838,نخود فرنگی آب پز,84,16,5,0.2,6,11,8,23,20
835,ماست سون,87,5.5,3.3,5,0,12,9,24,21
839,برگ مو,90,17,6,2.1,11,12,9,25,21
842,زیتون سبز,115,6,0.8,11,3.2,16,12,32,28
841,ترب ژاپنی,18,4.1,0.6,0.1,1.6,2,1,5,4
844,,,,,,,,,,
823,خیار ترشی خام,12,1.8,1,0.1,1,1,1,3,2
843,زیتون سیاه,105,6,0.9,9.5,3,14,11,29,25
840,پیازچه,32,7,1.8,0.2,2.6,4,3,9,7
846,بامیه ، شیرینی,363,73.3,4,6.4,2.6,51,38,103,88
848,بستنی چوبی، دبل چاکلت,337,33.8,3.2,21,0,47,35,95,82
849,بستنی قیفی پاستوریزه,186,25.5,3.3,8.5,0,26,19,52,45
834,آب کله پاچه,103,0,4,10,0,14,10,29,25
847,زولبیا,336,62.4,1.6,13,0.3,47,35,95,81
851,شکلات تلخ,548,61.9,4.8,33.3,7.1,77,58,155,133
853,سس مایونز ساده,680,0.6,1,75,0,96,72,193,165
845,شیره انگور,250,15,0.4,0.1,0.2,35,26,71,60
850,بستنی سنتی,186,25.5,3.3,8.5,0,26,19,52,45
854,سس مایونز کم چرب,238,9,0.4,22,0,33,25,67,58
855,سالاد الویه با کالباس,289,10.5,6.7,15.8,1,41,30,82,70
856,سالاد شیرازی با روغن زیتون,64,4.3,0.8,4.6,1,9,6,18,15
857,زرده تخم مرغ پخته,332,3.6,16.1,27,0,47,35,94,80
852,پلو / برنج سفید / آبکش پر چرب,202,28.8,2.6,8,0,28,21,57,49
858,سفیده تخم مرغ پخته,52,2.4,10.7,0,0,7,5,14,12
859,جوجه کباب,216,0,27,12,0,30,23,61,52
860,سوسیس,281,12.5,13.6,19.7,0.8,39,29,79,68
861,,,,,,,,,,
862,کالباس خشک، 60 % گوشت,241,5.5,12,20,0,34,25,68,58
863,ژامبون گوشت، 90 %,200,4,15.5,10.5,0,28,21,56,48
865,کالباس مرغ یا بوقلمون، 70 %,230,4,14,15.5,0,32,24,65,56
866,کباب برگ ,195,0,18,14,0,27,20,55,47
868,ناگت مرغ,208,20,16,7,3,29,22,59,50
807,قارچ سرخ شده در روغن گاو,210,0,2.2,22.3,4,29,22,59,51
869,همبرگر، 30% گوشت,220,14,13,14,0,31,23,62,53
871,همبرگر، 60% گوشت,160,4,11,13,0,22,17,45,39
872,همبرگر، 90% گوشت,216,4,13,17,0,30,23,61,52
870,همبرگر، 75% گوشت,180,6,13,16,0,25,19,51,43
873,مرغ برگر، 60% گوشت,160,6,12,10,0,22,17,45,39
874,پنیر پیتزا رنده شده,290,3,20,22,0,41,30,82,70
875,پنیر پیتزا ورقه ای ,291,3.1,20,21,0,41,31,82,70
867,گوشت شتر مرغ خام,114,0,22,2.3,0,16,12,32,27
876,خرما,282,75,2.5,0.4,8,40,30,80,68
880,پیتزا سبزیجات,209,23.7,9.8,8.5,1.7,29,22,59,50
864,ژامبون مرغ، 90 %,200,4,15.5,10.5,0,28,21,56,48
877,ماء الشعیر ساده,26,6.5,0.1,0,0,3,2,7,6
881,ترخون,295,50,23,7,7,41,31,83,71
878,استیک گوشت,271,0,25,19,0,38,28,77,66
879,پیتزا پپرونی,305,35,13.7,11.5,1.3,43,32,86,74
883,سمبوسه,308,32.2,4.6,17.8,1.7,43,32,87,75
884,فلفل دلمه ای ، سبز,20,4.6,0.9,0.2,1.7,2,2,5,4
887,کوکی کشمشی,438,60,6.5,19.2,1.5,62,46,124,106
889,سبزی پلو با ماهی,247,26.2,21.1,6,0.3,35,26,70,60
890,زرشک پلو با مرغ,247,26.2,21.1,6,0.3,35,26,70,60
891,شیرین پلو,218,24.7,15.4,6.1,1.1,30,23,61,53
893,باقالی پلو با مرغ,225,37,13,3,8.5,31,23,63,54
894,عدس پلو با گوشت,264,36,7.1,8,5,37,28,75,64
886,فلفل دلمه ای ، قرمز,26,6.3,1,0.3,2.1,3,2,7,6
895,هویج پلو با مرغ,269,30,5.1,9.8,1,38,28,76,65
896,رشته پلو با گوشت,214,29.2,5.1,1.2,1.9,30,22,60,52
892,شیر برنج,106,18.6,3.8,1.6,0.5,15,11,30,25
882,زالزالک,70,16,0.4,0.4,2,9,7,19,17
897,رشته پلو,180,27,2.1,1,1.5,25,19,51,43
900,نان برنجی,243,44,9,4.6,4.9,34,25,69,59
903,خوراک مرغ,114,8.2,12.3,3.5,1.5,16,12,32,27
898,کلم پلو با مرغ,161,25,6.3,3.9,1.8,22,17,45,39
899,لوبیا پلو (استامبولی پلو),189,23,4.4,5.2,1.8,26,20,53,46
904,خورشت فسنجان,329,9.1,19,25,2,46,35,93,80
906,خورشت لوبیا سبز,145,7,14.2,6.5,1.4,20,15,41,35
907,خورشت قیمه,198,10,15.4,10,2.1,28,21,56,48
908,خورشت گل کلم,200,4,12,16,1,28,21,56,48
905,خورشت قلیه ماهی,159,7.4,13.7,9,1,22,16,45,38
885,فلفل دلمه ای ، زرد,27,6.3,1,0.2,0.9,3,2,7,6
909,مسما بادمجان,54,6.8,2.6,2.2,2.9,7,5,15,13
902,خورشت کرفس,179,4,17.2,10.2,1.5,25,19,50,43
912,خوراک لوبیا چیتی,155,22,6,5,6,22,16,44,37
913,خورشت اسفناج,119,10.4,6.5,6.5,2.2,16,12,33,29
914,کشک بادمجان,122,7.9,13.8,4.5,2.7,17,13,34,29
916,ناز خاتون,50,9.9,1.1,1,3.1,7,5,14,12
910,خوراک قارچ بدون گوشت,150,4.9,2.3,10,1.4,21,15,42,36
911,خورشت بامیه,133,7.8,8.4,7.8,1.8,18,14,37,32
917,ترشی,28,5.8,1.1,0.2,2.9,3,2,7,6
915,میرزا قاسمی,106,6.2,1.1,9.3,3,15,11,30,25
920,عدسی پر چرب,152,20,9,4,8,21,16,43,37
832,سوسیس پارمسان,244,1,13.5,20,0,34,26,69,59
918,ماست و بادمجان,42,6.5,2.6,0.6,2.3,5,4,11,10
923,باقلوا یزدی با پسته,454,52,10,25,4,64,48,129,110
925,سوسیس بندری بدون نان,285,2.7,1.6,24,0.5,40,30,81,69
926,شیرینی نخودچی,468,52.2,13.3,23.2,6.4,66,49,133,114
927,کوکو بادمجان,137,5,4.5,11,2.5,19,14,38,33
919,آبگوشت / کوبیده,157,11.5,15.5,5.1,2.1,22,16,44,38
888,خورشت قورمه سبزی,199,2.5,9,15.4,0.9,28,21,56,48
929,اشکنه,146,11.4,4.3,9.5,1.6,20,15,41,35
930,شیرینی قطاب,350,50.4,7,14,1.5,49,37,99,85
921,آش رشته,182,40,13,5,8,25,19,51,44
928,فلافل,333,32,13,18,2.5,47,35,94,81
924,نان بربری,263,54.4,7,2,3.5,37,28,74,64
932,کلوچه سنتی,450,59.3,6.2,21,1.7,63,47,127,109
934,کباب دنده,233,2.9,23.8,13.4,2.4,33,24,66,56
931,,,,,,,,,,
935,کتلت,224,9.5,16.5,12.7,0.7,31,23,63,54
937,نان قندی,409,54.2,7.3,18.4,1.4,58,43,116,99
940,کوکو سیب زمینی,227,12.3,4.6,16.4,1.1,32,24,64,55
933,کوکو سبزی,200,7.7,10.2,15.6,2.3,28,21,56,48
941,شیرینی کشمشی,380,54.8,6.4,15.7,1.3,54,40,108,92
939,پولکی,303,75.7,0.6,1.7,0,43,32,86,73
942,شامی کباب,200,8,14.8,12,1.2,28,21,56,48
943,شیرینی زبان,253,20.9,2.7,0.5,0.7,35,26,71,61
944,,,,,,,,,,
938,نان / شیرینی پنجره ای,365,45.2,7,17.4,1.2,51,38,103,89
945,نان تافتون,245,44.1,7,2,3.4,34,26,69,59
949,خورشت آلو,133,7.8,8.4,7.8,1.8,18,14,37,32
948,سوپ جو,39,5.3,3.8,0.4,0.8,5,4,11,9
950,پیراشکی,434,47.1,5.3,24.9,1.7,61,46,123,105
952,ته دیگ نان سفید,453,32.5,4.8,34,0,64,48,128,110
947,نان جو,269,48.5,8.1,4.4,4,38,28,76,65
953,ته دیگ سیب زمینی,397,60,3.3,15,8,56,42,112,96
955,کشک پاستوریزه,100,2.9,14.7,3.2,0,14,10,28,24
951,شله زرد,222,50,0.1,3.1,0,31,23,63,54
956,کلوچه مغزدار گردویی / لاهیجان,427,62.3,7,16.5,1,60,45,121,104
954,شکلات داغ، هات چاکلت,77,11,3.5,2.3,1,10,8,21,18
958,کافی میکس,416,88,1,5.5,1,59,44,118,101
959,قهوه فوری، نسکافه ,0,0,0,0,0,0,0,0,0
960,شیرینی رولت,323,44,7.5,14,1.5,45,34,91,78
946,ترشی لیته,27,5.4,1.1,0.2,2.6,3,2,7,6
961,آب دوغ خیار,69,7.6,3.5,2.9,0.7,9,7,19,16
957,کاپوچینو,472,59,21.9,21.9,1,67,50,134,115
962,فالوده,227,37.4,0.1,9.1,0,32,24,64,55
963,تیرامیسو,248,31.8,6.4,11,0.8,35,26,70,60
964,شیرینی تر,323,44,7.5,14,1.5,45,34,91,78
901,باقالی قاتوق,177,22,10,5.2,4.5,25,18,50,43
965,سبزی خوردن,36,4.2,3,0.8,3.6,5,3,10,8
967,شیرینی نان خامه ای,237,12.5,4.5,19,0,33,25,67,57
968,شیرینی گردویی,440,46.5,7.2,27.2,2.1,62,46,125,107
970,شوید پلو,160,34,3.2,1.5,0.9,22,17,45,39
971,لوبیا پلو (چشم بلبلی),189,23,4.4,5.2,1.8,26,20,53,46
972,خورشت خلال,260,17,17,10,6.2,36,27,73,63
973,خورشت بادمجان,152,6,7,11,2,21,16,43,37
966,ژله شکری,372,77.6,2,0,0,52,39,105,90
969,شوید تازه,43,7,3.5,1.1,2.1,6,4,12,10
976,سینه مرغ، پخته,165,0,31,3.6,0,23,17,46,40
977,املت,148,3.6,7.2,11.6,0.4,21,15,42,36
979,شیر کاکائو,83,10.3,3.2,3.4,0.8,11,8,23,20
975,شیرینی سوهان,500,51,5.1,32,0,71,53,142,121
981,نان تست,313,56,13,4.3,4.7,44,33,89,76
922,بادام سوخته,499,43.8,11.7,34,6.9,70,53,141,121
982,پنیر سفید آمل کم چرب,198,1,12,14,0,28,21,56,48
978,خاویار,264,4,25,15,0,37,28,75,64
980,بیسکویت ساقه طلایی,428,82.8,6.5,7.9,2.6,60,45,121,104
974,شیر موز,89,16,4,2,1,12,9,25,21
984,کورن فلکس / غلات صبحانه,357,84,6.6,0,10,50,38,101,87
985,ماکارونی با سویا,165,27,6,3.9,1.2,23,17,46,40
990,لواشک هلو,180,53,3.4,0.8,12.9,25,19,51,43
989,تخم بلدرچین,158,0.4,13,11,0,22,16,44,38
983,پنیر گردویی,292,0,12,24,0,41,31,83,71
986,آب کرفس,28,8,2,0,2,3,2,7,6
988,,,,,,,,,,
987,شیر 3 درصد چربی پاستوریزه,60,5.3,3.2,3.3,0,8,6,17,14
991,لواشک زردآلو,188,43.4,4.8,0.7,21.6,26,20,53,45
992,لواشک مخلوط,180,53,3.4,0.8,12.9,25,19,51,43
993,سالاد ماکارونی,236,16.6,4.1,0.9,1.7,33,25,67,57
996,حلوا ارده بدون شکر,467,1,27,51.3,0,66,49,132,113
997,کنجد بوداده با نمک,565,25.7,17,48,14,80,60,160,137
998,خامه بسته بندی فرادما,286,2,2,30,0,40,30,81,69
999,شیر کم چرب بدون لاکتوز,36,2,1,2.8,0,5,3,10,8
994,حلوا ارده / شکری ساده,533,16.7,20,51.3,0,75,56,151,130
1000,چیکن استراگانف,130,9.6,9.6,5.4,0.7,18,13,36,31
1001,تخم کتان,534,29,18,42,27,75,56,151,130
1002,تخم مرغ نیمرو با روغن کم,178,0.7,11.9,14,0,25,18,50,43
995,حلوا ارده / شکری مغزدار,533,14.3,26.7,46,0,75,56,151,130
1004,پنیر لبنه آنا / کاله,220,2.4,7.9,19.8,0,31,23,62,53
1003,آرد نخودچی,387,57.8,22.4,6.7,10.8,55,41,110,94
1006,نان ساندویچ بزرگ,268,51.6,9.2,4.2,3.9,38,28,76,65
1007,گوشت گوساله پخته,200,0,24,8,0,28,21,56,48
1008,گوشت گوسفند پخته / پرچرب,320,0,25,21,0,45,34,90,78
1009,گوشت گوسفند پخته / کم چرب,260,0,25,17,0,36,27,73,63
1005,آش ماست / آش دوغ,120,19,5,3,2.4,17,12,34,29
1010,لبو خام,43,9.6,1.6,0.2,2.8,6,4,12,10
1012,کباب ترکی,320,0,25,26,1,45,34,90,78
1016,سالاد الویه با مرغ,172,9.3,5,12,2,24,18,48,41
1011,دیزی,160,17.3,14.2,2.7,4.2,22,17,45,39
1017,ماء الشعیر طعم دار,48,12,0.1,0,0,6,5,13,11
1018,جو پرک / بسته بندی,377,80,12,1,6,53,40,107,91
1013,آلوچه,40,8.8,0.6,0.1,2.3,5,4,11,9
1019,نودل,385,71,14,4,0,54,41,109,93
1014,آلبالو خشک,350,60,5,0,10,49,37,99,85
1021,ذرت / بلال,93,17,3.4,1.8,3.3,13,9,26,22
1022,آش شله قلمکار,200,34,14.2,8,7,28,21,56,48
1023,کوفته / برنجی,167,18,7,4,1,23,17,47,40
1024,نشاسته,381,91,0,0,1,54,40,108,92
1025,,,,,,,,,,
1026,پلو / برنج سفید / کته کم چرب,170,28,2.7,5,0.4,24,18,48,41
1027,پلو / برنج سفید / آبکش کم چرب,180,29.8,2.7,5,0,25,19,51,43
1020,روغن کنجد,884,0,0,100,0,125,94,251,215
1028,گوشت بلدرچین,227,0,25,14,0,32,24,64,55
1029,سالاد کاهو و کلم بدون سس,14,1.7,0.8,0.5,1.3,1,1,3,3
1015,,,,,,,,,,
1031,رب انار,222,50,0,0,0,31,23,63,54
1032,شیرینی مسقطی,150,20,0,5,1,21,15,42,36
1033,فرنی,149,30,3.7,1.7,0.5,21,15,42,36
1036,ماهی تیلاپیا / پخته,129,0,26,2.7,0,18,13,36,31
1038,ماهی قزل آلا، سرخ شده,163,0,21.5,8.5,0,23,17,46,39
1039,نبات,357,100,0,0,0,50,38,101,87
1040,شیره خرما,250,15,0.4,0.1,0.2,35,26,71,60
1041,تاس کباب با گوشت,160,17.3,14.2,2.7,4.2,22,17,45,39
1037,ماهی تیلاپیا / سرخ شده,180,0,26,8.4,0,25,19,51,43
1044,ته چین گوشت,247,26.2,21.1,6,0.3,35,26,70,60
1030,عدسی کم چرب,135,20,9,2,8,19,14,38,32
1046,میگو پلو,195,26.2,21.1,1,0.3,27,20,55,47
1043,ته چین بادمجان,210,26.2,18,6,0.3,29,22,59,51
1034,,,,,,,,,,
1047,عدس پلو,198,36,4.1,2,5,28,21,56,48
1045,پلو / برنج سفید / بدون روغن,143,31.4,2.9,0,0,20,15,40,34
1048,میگو سوخاری,242,11,21,12,0.4,34,25,68,59
1049,عدسی بدون روغن,116,20,9,0.4,8,16,12,32,28
1050,,,,,,,,,,
1051,للک / غذای بوشهری,150,32,3.2,1.5,2,21,15,42,36
1053,شیرینی قرابیه,450,60.7,5.2,15.6,1.2,63,47,127,109
1054,شیرینی لطیفه,237,12.5,4.5,19,0,33,25,67,57
1055,شیرینی آلمانی / مربایی,253,50,2.7,3.5,0.7,35,26,71,61
1056,لازانیا با گوشت و مخلفات,190,15,7,4.9,1.7,27,20,54,46
1042,ته چین مرغ,220,26.2,21.1,6,0.3,31,23,62,53
1057,آش جو,120,20,3,4,1.5,17,12,34,29
1035,سبوس برنج,360,81.3,6.7,2.8,3.8,51,38,102,87
1052,شیرینی دانمارکی,370,58.1,6.2,12.7,1.2,52,39,105,90
1058,ماش پلو,198,36,4.1,2,5,28,21,56,48
1059,نان سنگک ماشینی,259,55.1,8.7,0.4,1.3,36,27,73,63
1060,توت سفید خشک,321,78.6,10.7,0,14.3,45,34,91,78
1061,روغن کلزا (کانولا),884,0,0,100,0,125,94,251,215
1062,آویشن,286,64,9,7,0,40,30,81,69
1064,زنجبیل تازه,80,18,1.8,0.8,2,11,8,22,19
1065,زنجبیل پودر شده,336,72,9,4.2,14,47,35,95,81
1066,دم کرده زنجبیل,0,0,0,0,0,0,0,0,0
1068,نعناع تازه,70,15,3.8,0.9,8,9,7,19,17
1069,آش سبزی,164,23,13,5.5,4,23,17,46,40
1071,خورشت قیمه بدون سیب زمینی,188,8.4,18.5,8.4,2.6,26,20,53,45
1072,سوپ ورمیشل,98,13,2.5,4,0.2,13,10,27,23
1063,نمک,0,0,0,0,0,0,0,0,0
1074,خرمای خشک,350,80,2.5,0.4,8,49,37,99,85
1075,مربای بالنگ,260,60,4,0,1,36,27,73,63
1067,گلاب ,0,0,0,0,0,0,0,0,0
1076,مربای به,278,69,0.4,0.1,1.1,39,29,79,67
1073,کلم بروکلی,34,7,2.8,0.4,2.6,4,3,9,8
1078,تمشک پخته با شکر، مربا,183,45,1.2,0.3,5.9,26,19,52,44
1079,گیلاس پخته با شکر، مربا,202,51,0.7,0.1,1.2,28,21,57,49
1081,شاه توت پخته با شکر، مربا,176,43.8,0.7,0.2,5.2,25,18,50,42
1080,مربا زردآلو,250,65,0,0,0,35,26,71,60
1070,سرشیر,380,2,2,40,0,54,40,108,92
1083,گوجه سبز پخته با شکر، مربا,201,50.7,0.7,0.1,2.1,28,21,57,49
1084,سیب پخته با شکر، مربا,194,49.1,0.3,0.1,1.8,27,20,55,47
1085,انجیر خشک پخته با شکر، مربا,263,64.3,1.9,0.8,6.5,37,28,74,64
1086,زردآلو خشک پخته با شکر، مربا,212,52,1.9,0.3,8.5,30,22,60,51
